"Fechas";"Cadena";"Código SAP POS";"Región";"Comuna";"Local";"Online/Offline";"División";"Valores PVP c/IVA"
"Noviembre 2024";"Cruz Verde";"3399049";"05 - Valparaíso";"Valparaíso";"C33 Cruz Verde - Av. Argentina 540, Valparaíso";"Offline";"Lifestyle";"1.081.792,110000"
"Mayo 2024";"Cruz Verde";"3401352";"13 - Metropolitana de Santiago";"La Florida";"0203 Cruz Verde - Vicuña Mackenna 6100, La Florida";"Offline";"Lifestyle";"202.870,010000"
"Mayo 2024";"Cruz Verde";"3399699";"05 - Valparaíso";"San Felipe";"0728 Cruz Verde - Av. Bernardo O Higgins 1150, San Felipe";"Offline";"Lifestyle";"797.205,990000"
"Junio 2024";"Cruz Verde";"3401706";"05 - Valparaíso";"Cabildo";"0940 Cruz Verde - Av. Humeres 552, Cabildo";"Offline";"Lifestyle";"2.443.431,760000"
"Junio 2024";"Cruz Verde";"3401562";"10 - Los Lagos";"Puerto Montt";"1048 Cruz Verde - Av. Ferrocarril Km 3.5, Puerto Montt";"Offline";"Lifestyle";"1.689.174,060000"
"Diciembre 2024";"Cruz Verde";"3399112";"07 - Maule";"Curicó";"C94 Cruz Verde - Peña 898, Curicó";"Offline";"Lifestyle";"2.369.952,830000"
"Abril 2024";"Cruz Verde";"3436276";"08 - Biobío";"Concepción";"1168 Cruz Verde - Barros Arana 890, Concepción";"Offline";"Lifestyle";"630.965,370000"
"Abril 2024";"Cruz Verde";"3399700";"02 - Antofagasta";"Calama";"0229 Cruz Verde - Latorre 1965, Calama";"Offline";"Lifestyle";"1.410.468,920000"
"Noviembre 2024";"Cruz Verde";"3399284";"13 - Metropolitana de Santiago";"Puente Alto";"0475 Cruz Verde - Av. Camilo Henríquez 3692, Puente Alto";"Offline";"Lifestyle";"725.520,390000"
"Noviembre 2024";"Cruz Verde";"3401759";"13 - Metropolitana de Santiago";"Vitacura";"9070 Cruz Verde - Av. Vitacura 6980, Vitacura";"Offline";"Lifestyle";"128.024,960000"
"Diciembre 2024";"Cruz Verde";"3401484";"13 - Metropolitana de Santiago";"Providencia";"0757 Cruz Verde - Andres Bello 2421, Providencia";"Offline";"Lifestyle";"1.457.504,860000"
"Octubre 2024";"Cruz Verde";"3399010";"04 - Coquimbo";"Coquimbo";"0957 Cruz Verde - La Cantera 1955, Coquimbo";"Offline";"Lifestyle";"1.213.487,030000"
"Octubre 2024";"Cruz Verde";"3401608";"13 - Metropolitana de Santiago";"Buin";"1134 Cruz Verde - Av. Jose Manuel Balmaceda 112, Buin";"Offline";"Lifestyle";"1.201.941,650000"
"Febrero 2024";"Cruz Verde";"3401653";"08 - Biobío";"Cañete";"0599 Cruz Verde - Covadonga 267, Cañete";"Offline";"Lifestyle";"776.076,350000"
"Enero 2024";"Cruz Verde";"3399695";"02 - Antofagasta";"Calama";"0238 Cruz Verde - Eleuterio Ramírez 1977-1979, Calama";"Offline";"Lifestyle";"935.249,560000"
"Mayo 2024";"Cruz Verde";"3401331";"13 - Metropolitana de Santiago";"Ñuñoa";"0119 Cruz Verde - Av. Salvador 1822, Ñuñoa";"Offline";"Lifestyle";"234.722,740000"
"Agosto 2024";"Cruz Verde";"3436282";"14 - Los Ríos";"Mariquina";"9107 Cruz Verde - Calle Mariquina 1190, Mariquina";"Offline";"Lifestyle";"1.561.844,060000"
"Noviembre 2024";"Cruz Verde";"3399700";"02 - Antofagasta";"Calama";"0229 Cruz Verde - Latorre 1965, Calama";"Offline";"Lifestyle";"1.129.725,310000"
"Diciembre 2024";"Cruz Verde";"3436223";"07 - Maule";"Curicó";"1159 Cruz Verde - Av. España 717, Curicó";"Offline";"Lifestyle";"1.043.571,690000"
"Enero 2024";"Cruz Verde";"3401556";"05 - Valparaíso";"Calera";"1039 Cruz Verde - José Joaquín Pérez 12010, Calera";"Offline";"Lifestyle";"211.154,790000"
"Agosto 2024";"Cruz Verde";"3410643";"13 - Metropolitana de Santiago";"San Miguel";"9088 Cruz Verde - Av. Jose Miguel Carrera 6001, San Miguel";"Offline";"Lifestyle";"167.430,620000"
"Febrero 2024";"Cruz Verde";"3401723";"06 - Libertador General Bernardo OHiggins";"Rancagua";"9022 Cruz Verde - Av. Diagonal Doñihue 2251, Rancagua";"Offline";"Lifestyle";"348.510,540000"
"Febrero 2024";"Cruz Verde";"3436370";"05 - Valparaíso";"Viña del Mar";"9123 Cruz Verde - 9123 AV VALPARAISO - 286";"Offline";"Lifestyle";"241.927,000000"
"Marzo 2024";"Cruz Verde";"3401356";"01 - Tarapacá";"Iquique";"0214 Cruz Verde - Tarapacá 496, Iquique";"Offline";"Lifestyle";"197.518,580000"
"Mayo 2024";"Cruz Verde";"3436380";"13 - Metropolitana de Santiago";"Santiago";"9115 Cruz Verde - Compañia 1214, Santiago";"Offline";"Lifestyle";"353.697,750000"
"Enero 2024";"Cruz Verde";"3401472";"13 - Metropolitana de Santiago";"Recoleta";"0736 Cruz Verde - Av. Perú 805, Recoleta";"Offline";"Lifestyle";"38.630,970000"
"Febrero 2024";"Cruz Verde";"3401472";"13 - Metropolitana de Santiago";"Recoleta";"0736 Cruz Verde - Av. Perú 805, Recoleta";"Offline";"Lifestyle";"25.990,790000"
"Julio 2024";"Cruz Verde";"3401520";"13 - Metropolitana de Santiago";"Las Condes";"0950 Cruz Verde - Isidora Goyenechea 3600, Las Condes";"Offline";"Lifestyle";"44.015,720000"
"Julio 2024";"Cruz Verde";"3401592";"13 - Metropolitana de Santiago";"Santiago";"1110 Cruz Verde - Av. Américo Vespucio 3100, Peñalolén";"Offline";"Lifestyle";"75.722,080000"
"Julio 2024";"Cruz Verde";"3401454";"13 - Metropolitana de Santiago";"Maipú";"0484 Cruz Verde - Av. Américo Vespucio 1001, Maipú";"Offline";"Lifestyle";"127.829,800000"
"Octubre 2024";"Cruz Verde";"3399338";"15 - Arica y Parinacota";"Arica";"0201 Cruz Verde - 21 de Mayo 399, Arica";"Offline";"Lifestyle";"161.917,350000"
"Octubre 2024";"Cruz Verde";"3401550";"13 - Metropolitana de Santiago";"Independencia";"1032 Cruz Verde - Av. Independencia 565, Independencia";"Offline";"Lifestyle";"99.766,030000"
"Diciembre 2024";"Cruz Verde";"3401457";"09 - La Araucanía";"Temuco";"0489 Cruz Verde - Av. Ines de Suarez 1513, Temuco";"Offline";"Lifestyle";"274.592,500000"
"Junio 2024";"Cruz Verde";"3401371";"13 - Metropolitana de Santiago";"Providencia";"0255 Cruz Verde - Av. Los Conquistadores 1850, Providencia";"Offline";"Lifestyle";"116.531,940000"
"Mayo 2024";"Cruz Verde";"3401561";"13 - Metropolitana de Santiago";"Las Condes";"1047 Cruz Verde - Av. Apoquindo 6314, Las Condes";"Offline";"Lifestyle";"52.813,390000"
"Junio 2024";"Cruz Verde";"3401306";"13 - Metropolitana de Santiago";"Santiago";"C43 Cruz Verde - Ahumada 3, Santiago";"Offline";"Lifestyle";"51.145,010000"
"Mayo 2024";"Cruz Verde";"3399177";"09 - La Araucanía";"Temuco";"0377 Cruz Verde - Av. San Martín 0831, Temuco";"Offline";"Lifestyle";"328.589,940000"
"Marzo 2024";"Cruz Verde";"3401569";"13 - Metropolitana de Santiago";"Quilicura";"1062 Cruz Verde - Av. Presidente Eduardo Frei Montalva, Quilicura";"Offline";"Lifestyle";"906.530,100000"
"Enero 2024";"Cruz Verde";"3399296";"13 - Metropolitana de Santiago";"La Florida";"C20 Cruz Verde - Av. Vicuña Mackenna 7110, La Florida";"Offline";"Lifestyle";"136.281,180000"
"Agosto 2024";"Cruz Verde";"3401330";"13 - Metropolitana de Santiago";"Lo Prado";"0112 Cruz Verde - Av. General Oscar Bonilla 5900, Lo Prado";"Offline";"Lifestyle";"222.402,670000"
"Noviembre 2024";"Cruz Verde";"3401564";"13 - Metropolitana de Santiago";"Providencia";"1053 Cruz Verde - Av. Luis Thayer Ojeda 150, Providencia";"Offline";"Lifestyle";"150.029,250000"
"Octubre 2024";"Cruz Verde";"No Definido";"13 - Metropolitana de Santiago";"Santiago";"1212 Cruz Verde - Av. Sta. Rosa 520, Santiago";"Offline";"Lifestyle";"133.291,900000"
"Noviembre 2024";"Cruz Verde";"3401462";"13 - Metropolitana de Santiago";"Santiago";"0710 Cruz Verde - Ahumada 201, Santiago";"Offline";"Lifestyle";"551.253,220000"
"Noviembre 2024";"Cruz Verde";"3401723";"06 - Libertador General Bernardo OHiggins";"Rancagua";"9022 Cruz Verde - Av. Diagonal Doñihue 2251, Rancagua";"Offline";"Lifestyle";"651.196,560000"
"Diciembre 2024";"Maicao";"3399117";"08 - Biobío";"Curanilahue";"253 Maicao - Arturo Prat 1280, Curanilahue";"Offline";"Lifestyle";"14.536.049,658188"
"Noviembre 2024";"Maicao";"3399157";"09 - La Araucanía";"Villarrica";"095 Maicao - Av. Gerónimo de Alderete 623, Villarrica";"Offline";"Lifestyle";"2.972.934,017200"
"Diciembre 2024";"Maicao";"3399255";"13 - Metropolitana de Santiago";"Estación Central";"046 Maicao - Alameda 3780, Estación Central";"Offline";"Lifestyle";"4.185.942,917099"
"Noviembre 2024";"Maicao";"3399096";"07 - Maule";"Molina";"408 Maicao - Quechereguas 2027, Molina";"Offline";"Lifestyle";"2.487.131,856300"
"Octubre 2024";"Maicao";"3399116";"08 - Biobío";"Lebu";"407 Maicao - Rio Seco 305, Lebu";"Offline";"Lifestyle";"5.196.437,117196"
"Diciembre 2024";"Maicao";"3394293";"04 - Coquimbo";"Coquimbo";"218 Maicao - Aldunate 1416, Coquimbo";"Offline";"Lifestyle";"7.482.797,123895"
"Diciembre 2024";"Maicao";"3399116";"08 - Biobío";"Lebu";"407 Maicao - Rio Seco 305, Lebu";"Offline";"Lifestyle";"13.329.293,625193"
"Diciembre 2024";"Maicao";"3399182";"10 - Los Lagos";"Puerto Montt";"229 Maicao - Paseo Talca 120-122, Puerto Montt";"Offline";"Lifestyle";"5.209.650,115598"
"Noviembre 2024";"Maicao";"3399179";"10 - Los Lagos";"Ancud";"062 Maicao - Pudeto 254, Ancud";"Offline";"Lifestyle";"4.179.382,078198"
"Octubre 2024";"Maicao";"3399117";"08 - Biobío";"Curanilahue";"253 Maicao - Arturo Prat 1280, Curanilahue";"Offline";"Lifestyle";"5.219.351,043200"
"Septiembre 2024";"Maicao";"3399027";"05 - Valparaíso";"Limache";"443 Maicao - Av. Urmeneta 119, Limache";"Offline";"Lifestyle";"2.091.356,896300"
"Octubre 2024";"Maicao";"3399093";"07 - Maule";"Linares";"022 Maicao - Chacabuco 411, Linares";"Offline";"Lifestyle";"4.787.912,175899"
"Noviembre 2024";"Maicao";"3399234";"13 - Metropolitana de Santiago";"Estación Central";"406 Maicao - Av. San Alberto Hurtado 60, Estación Central";"Offline";"Lifestyle";"1.289.772,908200"
"Septiembre 2024";"Maicao";"3394392";"05 - Valparaíso";"Valparaíso";"070 Maicao - Condell 1212, Valparaíso";"Offline";"Lifestyle";"1.011.734,025400"
"Agosto 2024";"Maicao";"3399262";"13 - Metropolitana de Santiago";"Santiago";"289 Maicao - Av. Libertador Bernardo OHiggins 1322, Santiago";"Offline";"Lifestyle";"567.641,923800"
"Mayo 2024";"Maicao";"3399065";"06 - Libertador General Bernardo OHiggins";"Santa Cruz";"040 Maicao - Rafael Cassanova 239, Santa Cruz";"Offline";"Lifestyle";"3.903.313,847299"
"Junio 2024";"Maicao";"3394494";"13 - Metropolitana de Santiago";"Ñuñoa";"044 Maicao - Av. Matta 060, Ñuñoa";"Offline";"Lifestyle";"1.571.097,095400"
"Noviembre 2024";"Maicao";"3394426";"13 - Metropolitana de Santiago";"San Bernardo";"267 Maicao - Eyzaguirre 509, San Bernardo";"Offline";"Lifestyle";"2.251.831,085700"
"Mayo 2024";"Cruz Verde";"3401354";"01 - Tarapacá";"Iquique";"0210 Cruz Verde - Av. Héroes de la Concepción S/N, Local 158-160, Iquique";"Offline";"Lifestyle";"786.356,760000"
"Mayo 2024";"Cruz Verde";"3436271";"09 - La Araucanía";"Temuco";"9118 Cruz Verde - Miraflores 1512, Temuco";"Offline";"Lifestyle";"352.693,390000"
"Mayo 2024";"Cruz Verde";"3401717";"13 - Metropolitana de Santiago";"Las Condes";"9013 Cruz Verde - Cerro Tronador - 4981, Las Condes";"Offline";"Lifestyle";"574.690,270000"
"Junio 2024";"Cruz Verde";"3401409";"13 - Metropolitana de Santiago";"Puente Alto";"0385 Cruz Verde - Av. Diego Portales 06303, Puente Alto";"Offline";"Lifestyle";"359.265,760000"
"Noviembre 2024";"Cruz Verde";"3401448";"13 - Metropolitana de Santiago";"La Reina";"0472 Cruz Verde - Príncipe de Gales 9200, La Reina";"Offline";"Lifestyle";"141.341,060000"
"Enero 2024";"Cruz Verde";"3399055";"05 - Valparaíso";"Quillota";"1001 Cruz Verde - Ramón Freire 1551, Quillota";"Offline";"Lifestyle";"348.748,540000"
"Enero 2024";"Cruz Verde";"3401647";"08 - Biobío";"Chiguayante";"0580 Cruz Verde - OHiggins 2701, Chiguayante";"Offline";"Lifestyle";"102.808,860000"
"Abril 2024";"Cruz Verde";"3401316";"13 - Metropolitana de Santiago";"Providencia";"C71 Cruz Verde - Providencia 2208, Providencia";"Offline";"Lifestyle";"139.315,680000"
"Mayo 2024";"Cruz Verde";"3399204";"10 - Los Lagos";"Osorno";"0134 Cruz Verde - Eleuterio Ramirez 884, Osorno";"Offline";"Lifestyle";"642.132,330000"
"Noviembre 2024";"Cruz Verde";"3401630";"13 - Metropolitana de Santiago";"Santiago";"0537 Cruz Verde - Compañía 2304, Santiago";"Offline";"Lifestyle";"121.978,570000"
"Julio 2024";"Cruz Verde";"3410637";"13 - Metropolitana de Santiago";"Santiago";"9082 Cruz Verde - Agustinas 1173, Santiago";"Offline";"Lifestyle";"93.906,470000"
"Agosto 2024";"Cruz Verde";"3401465";"07 - Maule";"Curicó";"0716 Cruz Verde - Av. Bernardo OHiggins 201, Curicó";"Offline";"Lifestyle";"347.489,520000"
"Agosto 2024";"Cruz Verde";"3401408";"13 - Metropolitana de Santiago";"Colina";"0384 Cruz Verde - Av. Concepción 47, Colina";"Offline";"Lifestyle";"260.726,620000"
"Marzo 2024";"Cruz Verde";"3401610";"01 - Tarapacá";"Iquique";"0502 Cruz Verde - Vivar 854, Iquique";"Offline";"Lifestyle";"500.992,380000"
"Marzo 2024";"Cruz Verde";"3401403";"08 - Biobío";"Concepción";"0356 Cruz Verde - Aníbal Pinto 510, Concepción";"Offline";"Lifestyle";"80.422,580000"
"Mayo 2024";"Cruz Verde";"3401637";"13 - Metropolitana de Santiago";"Ñuñoa";"0553 Cruz Verde - Irarrazaval 3965, Ñuñoa";"Offline";"Lifestyle";"53.504,780000"
"Marzo 2024";"Cruz Verde";"3401446";"13 - Metropolitana de Santiago";"Santiago";"0469 Cruz Verde - Ahumada 298, Santiago";"Offline";"Lifestyle";"226.775,920000"
"Septiembre 2024";"Cruz Verde";"3401429";"13 - Metropolitana de Santiago";"Renca";"0427 Cruz Verde - Av. Diego Santa María 3962-C, Renca";"Offline";"Lifestyle";"538.620,180000"
"Enero 2024";"Cruz Verde";"3436224";"13 - Metropolitana de Santiago";"Huechuraba";"1999 Cruz Verde - Av. El Salto #4875";"Offline";"Lifestyle";"-280.651,980000"
"Junio 2024";"Cruz Verde";"3399174";"09 - La Araucanía";"Temuco";"0367 Cruz Verde - Av. Alemania 0780, Temuco";"Offline";"Lifestyle";"1.340.827,740000"
"Julio 2024";"Cruz Verde";"3399197";"10 - Los Lagos";"Puerto Montt";"0154 Cruz Verde - Antonio Varas 598, Puerto Montt";"Offline";"Lifestyle";"1.137.986,290000"
"Mayo 2024";"Cruz Verde";"3401323";"06 - Libertador General Bernardo OHiggins";"Rancagua";"C87 Cruz Verde - Presidente Frei 750, Rancagua";"Offline";"Lifestyle";"562.501,100000"
"Mayo 2024";"Cruz Verde";"3410636";"13 - Metropolitana de Santiago";"Puente Alto";"9081 Cruz Verde - Camilo Henríquez 1042, Puente Alto";"Offline";"Lifestyle";"458.386,810000"
"Junio 2024";"Cruz Verde";"3398995";"02 - Antofagasta";"Antofagasta";"0725 Cruz Verde - José Miguel Carrera 1527, Antofagasta";"Offline";"Lifestyle";"552.720,490000"
"Octubre 2024";"Cruz Verde";"3401478";"13 - Metropolitana de Santiago";"Pedro Aguirre Cerda";"0747 Cruz Verde - José Joaquín Prieto 5531, Pedro Aguirre Cerda";"Offline";"Lifestyle";"329.390,810000"
"Octubre 2024";"Cruz Verde";"3436225";"12 - Magallanes y de la Antártica Chilena";"Punta Arenas";"1147 Cruz Verde - Av. Eduardo Frei Montalva 01110, Punta Arenas";"Offline";"Lifestyle";"764.484,560000"
"Enero 2024";"Maicao";"3399095";"07 - Maule";"Curicó";"009 Maicao - Peña 749, Curicó";"Offline";"Lifestyle";"3.806.331,976999"
"Agosto 2024";"Maicao";"3399000";"04 - Coquimbo";"Illapel";"276 Maicao - Constitución 415, Illapel";"Offline";"Lifestyle";"5.105.618,875700"
"Marzo 2024";"Maicao";"3394432";"13 - Metropolitana de Santiago";"La Cisterna";"069 Maicao - Av. Américo Vespucio 75, La Cisterna";"Offline";"Lifestyle";"4.456.053,103599"
"Enero 2024";"Maicao";"3399237";"13 - Metropolitana de Santiago";"Providencia";"221 Maicao - Providencia 1936, Providencia";"Offline";"Lifestyle";"803.523,009800"
"Julio 2024";"Maicao";"3402828";"05 - Valparaíso";"Viña del Mar";"458 Maicao - Calle Valparaíso # 473-477, locales 1-2";"Offline";"Lifestyle";"1.387.540,975800"
"Mayo 2024";"Maicao";"3399001";"04 - Coquimbo";"La Serena";"454 Maicao - Gregorio Cordovez # 516";"Offline";"Lifestyle";"2.325.225,918400"
"Julio 2024";"Maicao";"3399238";"13 - Metropolitana de Santiago";"Las Condes";"072 Maicao - Av. Apoquindo 4400, Las Condes";"Offline";"Lifestyle";"1.741.817,934500"
"Junio 2024";"Maicao";"3399231";"13 - Metropolitana de Santiago";"La Cisterna";"434 Maicao - Carvajal 34, La Cisterna";"Offline";"Lifestyle";"1.462.134,019500"
"Junio 2024";"Maicao";"3399226";"13 - Metropolitana de Santiago";"El Bosque";"275 Maicao - Av. José Miguel Carrera 10375, El Bosque";"Offline";"Lifestyle";"3.000.386,091497"
"Junio 2024";"Maicao";"3399326";"14 - Los Ríos";"Valdivia";"212 Maicao - Picarte 353, Valdivia";"Offline";"Lifestyle";"2.063.596,040800"
"Febrero 2024";"Maicao";"3399034";"05 - Valparaíso";"Quillota";"263 Maicao - OHiggins 198, Quillota";"Offline";"Lifestyle";"1.074.776,024700"
"Abril 2024";"Maicao";"3436378";"13 - Metropolitana de Santiago";"Ñuñoa";"469 Maicao - Av. Irarrázaval 2771, Ñuñoa";"Offline";"Lifestyle";"652.075,041800"
"Abril 2024";"Maicao";"3394495";"13 - Metropolitana de Santiago";"Puente Alto";"097 Maicao - Av. Concha y Toro 464, Puente Alto";"Offline";"Lifestyle";"1.271.754,094800"
"Julio 2024";"Maicao";"3399162";"09 - La Araucanía";"Lautaro";"452 Maicao - Av Bernardo OHiggins # 978 Local 1, Lautaro";"Offline";"Lifestyle";"2.274.801,036900"
"Mayo 2024";"Maicao";"3399253";"13 - Metropolitana de Santiago";"Santiago";"286 Maicao - Estado 352, Santiago";"Offline";"Lifestyle";"697.646,960500"
"Mayo 2024";"Salcobrand";"3399436";"09 - La Araucanía";"Pucón";"434 Salcobrand - Av. Libertador Bernardo OHiggins 717, Pucón";"Offline";"Lifestyle";"648.326,279990"
"Abril 2024";"Salcobrand";"3399381";"05 - Valparaíso";"Valparaíso";"008 Salcobrand - Pedro Montt 1804, Valparaíso";"Offline";"Lifestyle";"845.655,649985"
"Marzo 2024";"Salcobrand";"3399386";"06 - Libertador General Bernardo OHiggins";"Rancagua";"379 Salcobrand - Paseo Indepedencia 548-566, Rancagua";"Offline";"Lifestyle";"1.424.737,019968"
"Abril 2024";"Salcobrand";"3399432";"15 - Arica y Parinacota";"Arica";"773 Salcobrand - Esmeralda N° 332 Y 334 (Captador Tarjeta Credito 13)";"Offline";"Lifestyle";"358.676,709997"
"Abril 2024";"Salcobrand";"3400999";"08 - Biobío";"Los Ángeles";"579 Salcobrand - Av. Alcázar 635, Los Ángeles";"Offline";"Lifestyle";"942.466,909984"
"Abril 2024";"Salcobrand";"3401029";"13 - Metropolitana de Santiago";"Independencia";"646 Salcobrand - Av. Independencia 565, Independencia";"Offline";"Lifestyle";"638.820,559988"
"Julio 2024";"Salcobrand";"3399446";"10 - Los Lagos";"Puerto Montt";"313 Salcobrand - Antonio Varas 549, Puerto Montt";"Offline";"Lifestyle";"254.005,499998"
"Febrero 2024";"Salcobrand";"3399414";"08 - Biobío";"Concepción";"371 Salcobrand - Freire 707, Concepción";"Offline";"Lifestyle";"1.027.047,349979"
"Enero 2024";"Salcobrand";"3399445";"10 - Los Lagos";"Osorno";"538 Salcobrand - Eleuterio Ramírez 1027, Osorno";"Offline";"Lifestyle";"563.702,999991"
"Enero 2024";"Salcobrand";"3399363";"03 - Atacama";"Copiapó";"333 Salcobrand - Colipi 484, Copiapó";"Offline";"Lifestyle";"342.714,049994"
"Marzo 2024";"Salcobrand";"3410681";"13 - Metropolitana de Santiago";"San Miguel";"271 Salcobrand - Av. José Miguel Carrera 5728, San Miguel";"Offline";"Lifestyle";"12.598,529999"
"Enero 2024";"Salcobrand";"3399734";"05 - Valparaíso";"Limache";"300 Salcobrand - Urmeneta 68, Limache";"Offline";"Lifestyle";"332.585,959997"
"Septiembre 2024";"Salcobrand";"3399370";"04 - Coquimbo";"Coquimbo";"594 Salcobrand - Baquedano 86, Coquimbo";"Offline";"Lifestyle";"954.666,789986"
"Noviembre 2024";"Salcobrand";"3410663";"13 - Metropolitana de Santiago";"Vitacura";"154 Salcobrand - Av. Nueva Costanera 3885-3895, Vitacura";"Offline";"Lifestyle";"17.998,750000"
"Marzo 2024";"Salcobrand";"3399479";"13 - Metropolitana de Santiago";"Santiago";"563 Salcobrand - Portugal 174, Santiago";"Offline";"Lifestyle";"552.431,319991"
"Enero 2024";"Salcobrand";"3399460";"13 - Metropolitana de Santiago";"Buin";"461 Salcobrand - Balmaceda 157, Buin";"Offline";"Lifestyle";"1.182.317,359987"
"Enero 2024";"Salcobrand";"3399428";"09 - La Araucanía";"Angol";"470 Salcobrand - Pedro Aguirre Cerda 421, Angol";"Offline";"Lifestyle";"1.021.322,259988"
"Marzo 2024";"Salcobrand";"3400942";"13 - Metropolitana de Santiago";"Las Condes";"085 Salcobrand - Av. Colón 6064, Las Condes";"Offline";"Lifestyle";"414.141,419990"
"Febrero 2024";"Salcobrand";"3399459";"13 - Metropolitana de Santiago";"Santiago";"766 Salcobrand - Ahumada 280-286, Santiago";"Offline";"Lifestyle";"1.076.354,999976"
"Febrero 2024";"Salcobrand";"3400971";"08 - Biobío";"San Pedro de la Paz";"390 Salcobrand - Pedro Aguirre Cerda 1055, San Pedro de la Paz";"Offline";"Lifestyle";"973.953,119987"
"Marzo 2024";"Salcobrand";"3399723";"02 - Antofagasta";"Antofagasta";"335 Salcobrand - Arturo Prat 553-555, Antofagasta";"Offline";"Lifestyle";"1.767.777,129969"
"Agosto 2024";"Salcobrand";"3400948";"13 - Metropolitana de Santiago";"Maipú";"166 Salcobrand - 5 de Abril #27, Maipú";"Offline";"Lifestyle";"889.489,299991"
"Junio 2024";"Salcobrand";"3401058";"13 - Metropolitana de Santiago";"Las Condes";"649 Salcobrand - Av. Isidora Goyenechea 3280, Las Condes";"Offline";"Lifestyle";"122.992,450000"
"Diciembre 2024";"Salcobrand";"3401035";"13 - Metropolitana de Santiago";"Providencia";"630 Salcobrand - Diagonal Rancagua 910, Providencia";"Offline";"Lifestyle";"497.784,139996"
"Julio 2024";"Salcobrand";"3436247";"08 - Biobío";"Concepción";"729 Salcobrand - Barros Arana 494, Concepción";"Offline";"Lifestyle";"516.953,849999"
"Marzo 2024";"Salcobrand";"3399515";"16 - Ñuble";"San Carlos";"330 Salcobrand - Ignacio Serrano 593, San Carlos";"Offline";"Lifestyle";"2.474.090,919960"
"Marzo 2024";"Salcobrand";"3399518";"16 - Ñuble";"Bulnes";"759 Salcobrand - Bulnes 413-427, Bulnes";"Offline";"Lifestyle";"500.236,729996"
"Febrero 2024";"Salcobrand";"3399428";"09 - La Araucanía";"Angol";"470 Salcobrand - Pedro Aguirre Cerda 421, Angol";"Offline";"Lifestyle";"1.685.018,579974"
"Mayo 2024";"Salcobrand";"3401837";"13 - Metropolitana de Santiago";"Vitacura";"772 Salcobrand - Sta María 6750 Local 11, Vitacura";"Offline";"Lifestyle";"33.998,300000"
"Enero 2024";"Salcobrand";"3399406";"08 - Biobío";"Los Ángeles";"347 Salcobrand - Colón 412, Los Ángeles";"Offline";"Lifestyle";"2.035.277,229984"
"Julio 2024";"Salcobrand";"3399389";"06 - Libertador General Bernardo OHiggins";"Rancagua";"213 Salcobrand - Av. Independencia 615, Rancagua";"Offline";"Lifestyle";"282.332,259999"
"Julio 2024";"Salcobrand";"3400978";"13 - Metropolitana de Santiago";"Colina";"155 Salcobrand - Av. Chicureo, Colina";"Offline";"Lifestyle";"235.959,149997"
"Mayo 2024";"Salcobrand";"3399736";"05 - Valparaíso";"Viña del Mar";"366 Salcobrand - Av. Valparaíso 612-619, Viña del Mar";"Offline";"Lifestyle";"673.852,969992"
"Abril 2024";"Salcobrand";"3400991";"13 - Metropolitana de Santiago";"Ñuñoa";"138 Salcobrand - José Domingo Cañas 1701, Ñuñoa";"Offline";"Lifestyle";"79.796,639999"
"Marzo 2024";"Salcobrand";"3401012";"13 - Metropolitana de Santiago";"Huechuraba";"545 Salcobrand - Santa Clara 354, Huechuraba";"Offline";"Lifestyle";"273.770,209996"
"Marzo 2024";"Salcobrand";"3399473";"13 - Metropolitana de Santiago";"Puente Alto";"126 Salcobrand - Juan de Dios Malebran 1750, Puente Alto";"Offline";"Lifestyle";"994.574,629980"
"Enero 2024";"Salcobrand";"3401011";"05 - Valparaíso";"Viña del Mar";"541 Salcobrand - Diego Portales 702, Viña del Mar";"Offline";"Lifestyle";"333.229,749989"
"Marzo 2024";"Salcobrand";"3410668";"13 - Metropolitana de Santiago";"Macul";"168 Salcobrand - Av. Macul 3430, Macul";"Offline";"Lifestyle";"104.592,669999"
"Agosto 2024";"Salcobrand";"3399474";"13 - Metropolitana de Santiago";"La Florida";"163 Salcobrand - Av. La Florida 1280, La Florida";"Offline";"Lifestyle";"627.547,689997"
"Julio 2024";"Salcobrand";"3399490";"13 - Metropolitana de Santiago";"Estación Central";"589 Salcobrand - Av. Libertador Bernardo OHiggins 3250, Estación Central";"Offline";"Lifestyle";"461.937,769999"
"Enero 2024";"Maicao";"3399116";"08 - Biobío";"Lebu";"407 Maicao - Rio Seco 305, Lebu";"Offline";"Lifestyle";"3.414.749,874900"
"Septiembre 2024";"Maicao";"3399089";"07 - Maule";"Linares";"082 Maicao - Independencia 615, Linares";"Offline";"Lifestyle";"3.873.382,098598"
"Enero 2024";"Maicao";"3394390";"05 - Valparaíso";"San Antonio";"053 Maicao - Av. Centenario 158, San Antonio";"Offline";"Lifestyle";"857.447,990699"
"Enero 2024";"Maicao";"3399088";"07 - Maule";"Cauquenes";"222 Maicao - Victoria 510, Cauquenes";"Offline";"Lifestyle";"4.924.261,876097"
"Junio 2024";"Maicao";"3399239";"13 - Metropolitana de Santiago";"Maipú";"291 Maicao - Av. 5 de Abril #33, Maipú";"Offline";"Lifestyle";"2.229.193,025500"
"Enero 2024";"Maicao";"3399255";"13 - Metropolitana de Santiago";"Estación Central";"046 Maicao - Alameda 3780, Estación Central";"Offline";"Lifestyle";"947.670,018400"
